"","date","hits","teams"
"2887",2009-07-01,"3","San Francisco Giants"
"2888",2009-08-01,"4","San Francisco Giants"
"2889",2009-09-01,"4","San Francisco Giants"
"2890",2009-10-01,"2","San Francisco Giants"
"2891",2009-11-01,"2","San Francisco Giants"
"2892",2009-12-01,"2","San Francisco Giants"
"2893",2010-01-01,"1","San Francisco Giants"
"2894",2010-02-01,"1","San Francisco Giants"
"2895",2010-03-01,"2","San Francisco Giants"
"2896",2010-04-01,"4","San Francisco Giants"
"2897",2010-05-01,"3","San Francisco Giants"
"2898",2010-06-01,"3","San Francisco Giants"
"2899",2010-07-01,"4","San Francisco Giants"
"2900",2010-08-01,"5","San Francisco Giants"
"2901",2010-09-01,"6","San Francisco Giants"
"2902",2010-10-01,"23","San Francisco Giants"
"2903",2010-11-01,"9","San Francisco Giants"
"2904",2010-12-01,"4","San Francisco Giants"
"2905",2011-01-01,"2","San Francisco Giants"
"2906",2011-02-01,"2","San Francisco Giants"
"2907",2011-03-01,"3","San Francisco Giants"
"2908",2011-04-01,"8","San Francisco Giants"
"2909",2011-05-01,"6","San Francisco Giants"
"2910",2011-06-01,"7","San Francisco Giants"
"2911",2011-07-01,"8","San Francisco Giants"
"2912",2011-08-01,"8","San Francisco Giants"
"2913",2011-09-01,"6","San Francisco Giants"
"2914",2011-10-01,"3","San Francisco Giants"
"2915",2011-11-01,"3","San Francisco Giants"
"2916",2011-12-01,"3","San Francisco Giants"
"2917",2012-01-01,"8","San Francisco Giants"
"2918",2012-02-01,"5","San Francisco Giants"
"2919",2012-03-01,"3","San Francisco Giants"
"2920",2012-04-01,"6","San Francisco Giants"
"2921",2012-05-01,"5","San Francisco Giants"
"2922",2012-06-01,"6","San Francisco Giants"
"2923",2012-07-01,"6","San Francisco Giants"
"2924",2012-08-01,"7","San Francisco Giants"
"2925",2012-09-01,"9","San Francisco Giants"
"2926",2012-10-01,"28","San Francisco Giants"
"2927",2012-11-01,"4","San Francisco Giants"
"2928",2012-12-01,"5","San Francisco Giants"
"2929",2013-01-01,"2","San Francisco Giants"
"2930",2013-02-01,"2","San Francisco Giants"
"2931",2013-03-01,"3","San Francisco Giants"
"2932",2013-04-01,"7","San Francisco Giants"
"2933",2013-05-01,"7","San Francisco Giants"
"2934",2013-06-01,"6","San Francisco Giants"
"2935",2013-07-01,"6","San Francisco Giants"
"2936",2013-08-01,"5","San Francisco Giants"
"2937",2013-09-01,"6","San Francisco Giants"
"2938",2013-10-01,"4","San Francisco Giants"
"2939",2013-11-01,"3","San Francisco Giants"
"2940",2013-12-01,"3","San Francisco Giants"
"2941",2014-01-01,"1","San Francisco Giants"
"2942",2014-02-01,"1","San Francisco Giants"
"2943",2014-03-01,"2","San Francisco Giants"
"2944",2014-04-01,"7","San Francisco Giants"
"2945",2014-05-01,"6","San Francisco Giants"
"2946",2014-06-01,"6","San Francisco Giants"
"2947",2014-07-01,"6","San Francisco Giants"
"2948",2014-08-01,"6","San Francisco Giants"
"2949",2014-09-01,"9","San Francisco Giants"
"2950",2014-10-01,"34","San Francisco Giants"
"2951",2014-11-01,"5","San Francisco Giants"
"2952",2014-12-01,"3","San Francisco Giants"
"2953",2015-01-01,"2","San Francisco Giants"
"2954",2015-02-01,"2","San Francisco Giants"
"2955",2015-03-01,"2","San Francisco Giants"
"2956",2015-04-01,"7","San Francisco Giants"
"2957",2015-05-01,"7","San Francisco Giants"
"2958",2015-06-01,"6","San Francisco Giants"
"2959",2015-07-01,"6","San Francisco Giants"
"2960",2015-08-01,"8","San Francisco Giants"
"2961",2015-09-01,"8","San Francisco Giants"
"2962",2015-10-01,"5","San Francisco Giants"
"2963",2015-11-01,"5","San Francisco Giants"
"2964",2015-12-01,"5","San Francisco Giants"
"2965",2016-01-01,"2","San Francisco Giants"
"2966",2016-02-01,"2","San Francisco Giants"
"2967",2016-03-01,"3","San Francisco Giants"
"2968",2016-04-01,"9","San Francisco Giants"
"2969",2016-05-01,"7","San Francisco Giants"
"2970",2016-06-01,"8","San Francisco Giants"
"2971",2016-07-01,"7","San Francisco Giants"
"2972",2016-08-01,"8","San Francisco Giants"
"2973",2016-09-01,"11","San Francisco Giants"
"2974",2016-10-01,"17","San Francisco Giants"
"2975",2016-11-01,"4","San Francisco Giants"
"2976",2016-12-01,"6","San Francisco Giants"
"2977",2017-01-01,"4","San Francisco Giants"
"2978",2017-02-01,"2","San Francisco Giants"
"2979",2017-03-01,"3","San Francisco Giants"
"2980",2017-04-01,"7","San Francisco Giants"
"2981",2017-05-01,"6","San Francisco Giants"
"2982",2017-06-01,"5","San Francisco Giants"
"2983",2017-07-01,"5","San Francisco Giants"
"2984",2017-08-01,"5","San Francisco Giants"
"2985",2017-09-01,"6","San Francisco Giants"
"2986",2017-10-01,"4","San Francisco Giants"
"2987",2017-11-01,"3","San Francisco Giants"
"2988",2017-12-01,"4","San Francisco Giants"
"2989",2018-01-01,"2","San Francisco Giants"
"2990",2018-02-01,"2","San Francisco Giants"
"2991",2018-03-01,"3","San Francisco Giants"
"2992",2018-04-01,"7","San Francisco Giants"
"2993",2018-05-01,"5","San Francisco Giants"
"2994",2018-06-01,"6","San Francisco Giants"
"2995",2018-07-01,"6","San Francisco Giants"
"2996",2018-08-01,"6","San Francisco Giants"
"2997",2018-09-01,"7","San Francisco Giants"
"2998",2018-10-01,"4","San Francisco Giants"
"2999",2018-11-01,"3","San Francisco Giants"
"3000",2018-12-01,"4","San Francisco Giants"
"3001",2019-01-01,"2","San Francisco Giants"
"3002",2019-02-01,"2","San Francisco Giants"
"3003",2019-03-01,"4","San Francisco Giants"
"3004",2019-04-01,"6","San Francisco Giants"
"3005",2019-05-01,"4","San Francisco Giants"
"3006",2019-06-01,"4","San Francisco Giants"
"3007",2019-07-01,"6","San Francisco Giants"
"3008",2019-08-01,"7","San Francisco Giants"
"3009",2019-09-01,"7","San Francisco Giants"
"3010",2019-10-01,"4","San Francisco Giants"
"3011",2019-11-01,"3","San Francisco Giants"
"3012",2019-12-01,"4","San Francisco Giants"
"3013",2020-01-01,"2","San Francisco Giants"
"3014",2020-02-01,"2","San Francisco Giants"
"3015",2020-03-01,"1","San Francisco Giants"
"3016",2020-04-01,"1","San Francisco Giants"
"3017",2020-05-01,"1","San Francisco Giants"
"3018",2020-06-01,"1","San Francisco Giants"
"3019",2020-07-01,"1","San Francisco Giants"
"3020",2004-01-01,"1","Baltimore Orioles"
"3021",2004-02-01,"1","Baltimore Orioles"
"3022",2004-03-01,"2","Baltimore Orioles"
"3023",2004-04-01,"3","Baltimore Orioles"
"3024",2004-05-01,"3","Baltimore Orioles"
"3025",2004-06-01,"3","Baltimore Orioles"
"3026",2004-07-01,"2","Baltimore Orioles"
"3027",2004-08-01,"2","Baltimore Orioles"
"3028",2004-09-01,"1","Baltimore Orioles"
"3029",2004-10-01,"1","Baltimore Orioles"
"3030",2004-11-01,"<1","Baltimore Orioles"
"3031",2004-12-01,"1","Baltimore Orioles"
"3032",2005-01-01,"1","Baltimore Orioles"
"3033",2005-02-01,"1","Baltimore Orioles"
"3034",2005-03-01,"1","Baltimore Orioles"
"3035",2005-04-01,"3","Baltimore Orioles"
"3036",2005-05-01,"3","Baltimore Orioles"
"3037",2005-06-01,"3","Baltimore Orioles"
"3038",2005-07-01,"3","Baltimore Orioles"
"3039",2005-08-01,"2","Baltimore Orioles"
"3040",2005-09-01,"1","Baltimore Orioles"
"3041",2005-10-01,"1","Baltimore Orioles"
"3042",2005-11-01,"<1","Baltimore Orioles"
"3043",2005-12-01,"1","Baltimore Orioles"
"3044",2006-01-01,"1","Baltimore Orioles"
"3045",2006-02-01,"1","Baltimore Orioles"
"3046",2006-03-01,"1","Baltimore Orioles"
"3047",2006-04-01,"3","Baltimore Orioles"
"3048",2006-05-01,"2","Baltimore Orioles"
"3049",2006-06-01,"2","Baltimore Orioles"
"3050",2006-07-01,"2","Baltimore Orioles"
"3051",2006-08-01,"1","Baltimore Orioles"
"3052",2006-09-01,"1","Baltimore Orioles"
"3053",2006-10-01,"<1","Baltimore Orioles"
"3054",2006-11-01,"<1","Baltimore Orioles"
"3055",2006-12-01,"1","Baltimore Orioles"
"3056",2007-01-01,"1","Baltimore Orioles"
"3057",2007-02-01,"1","Baltimore Orioles"
"3058",2007-03-01,"1","Baltimore Orioles"
"3059",2007-04-01,"2","Baltimore Orioles"
"3060",2007-05-01,"2","Baltimore Orioles"
"3061",2007-06-01,"2","Baltimore Orioles"
"3062",2007-07-01,"2","Baltimore Orioles"
"3063",2007-08-01,"2","Baltimore Orioles"
"3064",2007-09-01,"1","Baltimore Orioles"
"3065",2007-10-01,"<1","Baltimore Orioles"
"3066",2007-11-01,"<1","Baltimore Orioles"
"3067",2007-12-01,"1","Baltimore Orioles"
"3068",2008-01-01,"1","Baltimore Orioles"
"3069",2008-02-01,"1","Baltimore Orioles"
"3070",2008-03-01,"1","Baltimore Orioles"
"3071",2008-04-01,"2","Baltimore Orioles"
"3072",2008-05-01,"2","Baltimore Orioles"
"3073",2008-06-01,"2","Baltimore Orioles"
"3074",2008-07-01,"2","Baltimore Orioles"
"3075",2008-08-01,"1","Baltimore Orioles"
"3076",2008-09-01,"1","Baltimore Orioles"
"3077",2008-10-01,"<1","Baltimore Orioles"
"3078",2008-11-01,"<1","Baltimore Orioles"
"3079",2008-12-01,"1","Baltimore Orioles"
"3080",2009-01-01,"1","Baltimore Orioles"
"3081",2009-02-01,"1","Baltimore Orioles"
"3082",2009-03-01,"1","Baltimore Orioles"
"3083",2009-04-01,"2","Baltimore Orioles"
"3084",2009-05-01,"2","Baltimore Orioles"
"3085",2009-06-01,"2","Baltimore Orioles"
"3086",2009-07-01,"2","Baltimore Orioles"
"3087",2009-08-01,"1","Baltimore Orioles"
"3088",2009-09-01,"1","Baltimore Orioles"
"3089",2009-10-01,"<1","Baltimore Orioles"
"3090",2009-11-01,"<1","Baltimore Orioles"
"3091",2009-12-01,"1","Baltimore Orioles"
"3092",2010-01-01,"1","Baltimore Orioles"
"3093",2010-02-01,"1","Baltimore Orioles"
"3094",2010-03-01,"1","Baltimore Orioles"
"3095",2010-04-01,"2","Baltimore Orioles"
"3096",2010-05-01,"2","Baltimore Orioles"
"3097",2010-06-01,"2","Baltimore Orioles"
"3098",2010-07-01,"1","Baltimore Orioles"
"3099",2010-08-01,"1","Baltimore Orioles"
"3100",2010-09-01,"1","Baltimore Orioles"
"3101",2010-10-01,"<1","Baltimore Orioles"
"3102",2010-11-01,"<1","Baltimore Orioles"
"3103",2010-12-01,"1","Baltimore Orioles"
"3104",2011-01-01,"1","Baltimore Orioles"
"3105",2011-02-01,"1","Baltimore Orioles"
"3106",2011-03-01,"1","Baltimore Orioles"
"3107",2011-04-01,"3","Baltimore Orioles"
"3108",2011-05-01,"2","Baltimore Orioles"
"3109",2011-06-01,"2","Baltimore Orioles"
"3110",2011-07-01,"2","Baltimore Orioles"
"3111",2011-08-01,"2","Baltimore Orioles"
"3112",2011-09-01,"1","Baltimore Orioles"
"3113",2011-10-01,"<1","Baltimore Orioles"
"3114",2011-11-01,"1","Baltimore Orioles"
"3115",2011-12-01,"1","Baltimore Orioles"
"3116",2012-01-01,"1","Baltimore Orioles"
"3117",2012-02-01,"1","Baltimore Orioles"
"3118",2012-03-01,"1","Baltimore Orioles"
"3119",2012-04-01,"3","Baltimore Orioles"
"3120",2012-05-01,"4","Baltimore Orioles"
"3121",2012-06-01,"3","Baltimore Orioles"
"3122",2012-07-01,"2","Baltimore Orioles"
"3123",2012-08-01,"3","Baltimore Orioles"
"3124",2012-09-01,"5","Baltimore Orioles"
"3125",2012-10-01,"6","Baltimore Orioles"
"3126",2012-11-01,"1","Baltimore Orioles"
"3127",2012-12-01,"1","Baltimore Orioles"
"3128",2013-01-01,"1","Baltimore Orioles"
"3129",2013-02-01,"1","Baltimore Orioles"
"3130",2013-03-01,"1","Baltimore Orioles"
"3131",2013-04-01,"4","Baltimore Orioles"
"3132",2013-05-01,"3","Baltimore Orioles"
"3133",2013-06-01,"4","Baltimore Orioles"
"3134",2013-07-01,"4","Baltimore Orioles"
"3135",2013-08-01,"3","Baltimore Orioles"
"3136",2013-09-01,"3","Baltimore Orioles"
"3137",2013-10-01,"<1","Baltimore Orioles"
"3138",2013-11-01,"<1","Baltimore Orioles"
"3139",2013-12-01,"1","Baltimore Orioles"
"3140",2014-01-01,"1","Baltimore Orioles"
"3141",2014-02-01,"1","Baltimore Orioles"
"3142",2014-03-01,"2","Baltimore Orioles"
"3143",2014-04-01,"3","Baltimore Orioles"
"3144",2014-05-01,"3","Baltimore Orioles"
"3145",2014-06-01,"3","Baltimore Orioles"
"3146",2014-07-01,"4","Baltimore Orioles"
"3147",2014-08-01,"4","Baltimore Orioles"
"3148",2014-09-01,"4","Baltimore Orioles"
"3149",2014-10-01,"7","Baltimore Orioles"
"3150",2014-11-01,"1","Baltimore Orioles"
"3151",2014-12-01,"1","Baltimore Orioles"
"3152",2015-01-01,"1","Baltimore Orioles"
"3153",2015-02-01,"1","Baltimore Orioles"
"3154",2015-03-01,"1","Baltimore Orioles"
"3155",2015-04-01,"5","Baltimore Orioles"
"3156",2015-05-01,"3","Baltimore Orioles"
"3157",2015-06-01,"3","Baltimore Orioles"
"3158",2015-07-01,"3","Baltimore Orioles"
"3159",2015-08-01,"3","Baltimore Orioles"
"3160",2015-09-01,"2","Baltimore Orioles"
"3161",2015-10-01,"1","Baltimore Orioles"
"3162",2015-11-01,"1","Baltimore Orioles"
"3163",2015-12-01,"1","Baltimore Orioles"
"3164",2016-01-01,"1","Baltimore Orioles"
"3165",2016-02-01,"1","Baltimore Orioles"
"3166",2016-03-01,"2","Baltimore Orioles"
"3167",2016-04-01,"5","Baltimore Orioles"
"3168",2016-05-01,"4","Baltimore Orioles"
"3169",2016-06-01,"5","Baltimore Orioles"
"3170",2016-07-01,"4","Baltimore Orioles"
"3171",2016-08-01,"4","Baltimore Orioles"
"3172",2016-09-01,"4","Baltimore Orioles"
"3173",2016-10-01,"2","Baltimore Orioles"
"3174",2016-11-01,"1","Baltimore Orioles"
"3175",2016-12-01,"1","Baltimore Orioles"
"3176",2017-01-01,"1","Baltimore Orioles"
"3177",2017-02-01,"1","Baltimore Orioles"
"3178",2017-03-01,"1","Baltimore Orioles"
"3179",2017-04-01,"5","Baltimore Orioles"
"3180",2017-05-01,"5","Baltimore Orioles"
"3181",2017-06-01,"4","Baltimore Orioles"
"3182",2017-07-01,"3","Baltimore Orioles"
"3183",2017-08-01,"3","Baltimore Orioles"
"3184",2017-09-01,"3","Baltimore Orioles"
"3185",2017-10-01,"1","Baltimore Orioles"
"3186",2017-11-01,"<1","Baltimore Orioles"
"3187",2017-12-01,"1","Baltimore Orioles"
"3188",2018-01-01,"1","Baltimore Orioles"
"3189",2018-02-01,"1","Baltimore Orioles"
"3190",2018-03-01,"2","Baltimore Orioles"
"3191",2018-04-01,"3","Baltimore Orioles"
"3192",2018-05-01,"3","Baltimore Orioles"
"3193",2018-06-01,"3","Baltimore Orioles"
"3194",2018-07-01,"3","Baltimore Orioles"
"3195",2018-08-01,"2","Baltimore Orioles"
"3196",2018-09-01,"2","Baltimore Orioles"
"3197",2018-10-01,"1","Baltimore Orioles"
"3198",2018-11-01,"1","Baltimore Orioles"
"3199",2018-12-01,"1","Baltimore Orioles"
"3200",2019-01-01,"1","Baltimore Orioles"
"3201",2019-02-01,"1","Baltimore Orioles"
"3202",2019-03-01,"2","Baltimore Orioles"
"3203",2019-04-01,"4","Baltimore Orioles"
"3204",2019-05-01,"3","Baltimore Orioles"
"3205",2019-06-01,"3","Baltimore Orioles"
"3206",2019-07-01,"2","Baltimore Orioles"
"3207",2019-08-01,"2","Baltimore Orioles"
"3208",2019-09-01,"1","Baltimore Orioles"
"3209",2019-10-01,"1","Baltimore Orioles"
"3210",2019-11-01,"<1","Baltimore Orioles"
"3211",2019-12-01,"<1","Baltimore Orioles"
"3212",2020-01-01,"1","Baltimore Orioles"
"3213",2020-02-01,"1","Baltimore Orioles"
"3214",2020-03-01,"1","Baltimore Orioles"
"3215",2020-04-01,"<1","Baltimore Orioles"
"3216",2020-05-01,"1","Baltimore Orioles"
"3217",2020-06-01,"<1","Baltimore Orioles"
"3218",2020-07-01,"<1","Baltimore Orioles"
"3219",2004-01-01,"2","Boston Red Sox"
"3220",2004-02-01,"4","Boston Red Sox"
"3221",2004-03-01,"4","Boston Red Sox"
"3222",2004-04-01,"9","Boston Red Sox"
"3223",2004-05-01,"7","Boston Red Sox"
"3224",2004-06-01,"6","Boston Red Sox"
"3225",2004-07-01,"8","Boston Red Sox"
"3226",2004-08-01,"6","Boston Red Sox"
"3227",2004-09-01,"9","Boston Red Sox"
"3228",2004-10-01,"42","Boston Red Sox"
"3229",2004-11-01,"9","Boston Red Sox"
"3230",2004-12-01,"8","Boston Red Sox"
"3231",2005-01-01,"5","Boston Red Sox"
"3232",2005-02-01,"4","Boston Red Sox"
"3233",2005-03-01,"5","Boston Red Sox"
"3234",2005-04-01,"11","Boston Red Sox"
"3235",2005-05-01,"8","Boston Red Sox"
"3236",2005-06-01,"8","Boston Red Sox"
"3237",2005-07-01,"8","Boston Red Sox"
"3238",2005-08-01,"8","Boston Red Sox"
"3239",2005-09-01,"10","Boston Red Sox"
"3240",2005-10-01,"7","Boston Red Sox"
"3241",2005-11-01,"3","Boston Red Sox"
"3242",2005-12-01,"5","Boston Red Sox"
"3243",2006-01-01,"4","Boston Red Sox"
"3244",2006-02-01,"4","Boston Red Sox"
"3245",2006-03-01,"4","Boston Red Sox"
"3246",2006-04-01,"9","Boston Red Sox"
"3247",2006-05-01,"9","Boston Red Sox"
"3248",2006-06-01,"8","Boston Red Sox"
"3249",2006-07-01,"7","Boston Red Sox"
"3250",2006-08-01,"8","Boston Red Sox"
"3251",2006-09-01,"5","Boston Red Sox"
"3252",2006-10-01,"2","Boston Red Sox"
"3253",2006-11-01,"3","Boston Red Sox"
"3254",2006-12-01,"4","Boston Red Sox"
"3255",2007-01-01,"3","Boston Red Sox"
"3256",2007-02-01,"4","Boston Red Sox"
"3257",2007-03-01,"5","Boston Red Sox"
"3258",2007-04-01,"12","Boston Red Sox"
"3259",2007-05-01,"9","Boston Red Sox"
"3260",2007-06-01,"9","Boston Red Sox"
"3261",2007-07-01,"8","Boston Red Sox"
"3262",2007-08-01,"8","Boston Red Sox"
"3263",2007-09-01,"10","Boston Red Sox"
"3264",2007-10-01,"25","Boston Red Sox"
"3265",2007-11-01,"6","Boston Red Sox"
"3266",2007-12-01,"5","Boston Red Sox"
"3267",2008-01-01,"3","Boston Red Sox"
"3268",2008-02-01,"4","Boston Red Sox"
"3269",2008-03-01,"6","Boston Red Sox"
"3270",2008-04-01,"10","Boston Red Sox"
"3271",2008-05-01,"7","Boston Red Sox"
"3272",2008-06-01,"7","Boston Red Sox"
"3273",2008-07-01,"7","Boston Red Sox"
"3274",2008-08-01,"6","Boston Red Sox"
"3275",2008-09-01,"6","Boston Red Sox"
"3276",2008-10-01,"11","Boston Red Sox"
"3277",2008-11-01,"2","Boston Red Sox"
"3278",2008-12-01,"4","Boston Red Sox"
"3279",2009-01-01,"3","Boston Red Sox"
"3280",2009-02-01,"3","Boston Red Sox"
"3281",2009-03-01,"3","Boston Red Sox"
"3282",2009-04-01,"9","Boston Red Sox"
"3283",2009-05-01,"7","Boston Red Sox"
"3284",2009-06-01,"7","Boston Red Sox"
"3285",2009-07-01,"7","Boston Red Sox"
"3286",2009-08-01,"8","Boston Red Sox"
"3287",2009-09-01,"6","Boston Red Sox"
"3288",2009-10-01,"4","Boston Red Sox"
"3289",2009-11-01,"2","Boston Red Sox"
"3290",2009-12-01,"3","Boston Red Sox"
"3291",2010-01-01,"2","Boston Red Sox"
"3292",2010-02-01,"2","Boston Red Sox"
"3293",2010-03-01,"3","Boston Red Sox"
"3294",2010-04-01,"8","Boston Red Sox"
"3295",2010-05-01,"6","Boston Red Sox"
"3296",2010-06-01,"5","Boston Red Sox"
"3297",2010-07-01,"5","Boston Red Sox"
"3298",2010-08-01,"6","Boston Red Sox"
"3299",2010-09-01,"4","Boston Red Sox"
"3300",2010-10-01,"2","Boston Red Sox"
"3301",2010-11-01,"2","Boston Red Sox"
"3302",2010-12-01,"3","Boston Red Sox"
"3303",2011-01-01,"2","Boston Red Sox"
"3304",2011-02-01,"3","Boston Red Sox"
"3305",2011-03-01,"4","Boston Red Sox"
"3306",2011-04-01,"10","Boston Red Sox"
"3307",2011-05-01,"8","Boston Red Sox"
"3308",2011-06-01,"7","Boston Red Sox"
"3309",2011-07-01,"8","Boston Red Sox"
"3310",2011-08-01,"8","Boston Red Sox"
"3311",2011-09-01,"10","Boston Red Sox"
"3312",2011-10-01,"3","Boston Red Sox"
"3313",2011-11-01,"2","Boston Red Sox"
"3314",2011-12-01,"3","Boston Red Sox"
"3315",2012-01-01,"2","Boston Red Sox"
"3316",2012-02-01,"3","Boston Red Sox"
"3317",2012-03-01,"3","Boston Red Sox"
"3318",2012-04-01,"9","Boston Red Sox"
"3319",2012-05-01,"6","Boston Red Sox"
"3320",2012-06-01,"6","Boston Red Sox"
"3321",2012-07-01,"6","Boston Red Sox"
"3322",2012-08-01,"5","Boston Red Sox"
"3323",2012-09-01,"3","Boston Red Sox"
"3324",2012-10-01,"2","Boston Red Sox"
"3325",2012-11-01,"2","Boston Red Sox"
"3326",2012-12-01,"2","Boston Red Sox"
"3327",2013-01-01,"2","Boston Red Sox"
"3328",2013-02-01,"2","Boston Red Sox"
"3329",2013-03-01,"3","Boston Red Sox"
"3330",2013-04-01,"10","Boston Red Sox"
"3331",2013-05-01,"6","Boston Red Sox"
"3332",2013-06-01,"7","Boston Red Sox"
"3333",2013-07-01,"7","Boston Red Sox"
"3334",2013-08-01,"7","Boston Red Sox"
"3335",2013-09-01,"8","Boston Red Sox"
"3336",2013-10-01,"35","Boston Red Sox"
"3337",2013-11-01,"5","Boston Red Sox"
"3338",2013-12-01,"3","Boston Red Sox"
"3339",2014-01-01,"2","Boston Red Sox"
"3340",2014-02-01,"2","Boston Red Sox"
"3341",2014-03-01,"4","Boston Red Sox"
"3342",2014-04-01,"9","Boston Red Sox"
"3343",2014-05-01,"6","Boston Red Sox"
"3344",2014-06-01,"6","Boston Red Sox"
"3345",2014-07-01,"7","Boston Red Sox"
"3346",2014-08-01,"5","Boston Red Sox"
"3347",2014-09-01,"4","Boston Red Sox"
"3348",2014-10-01,"1","Boston Red Sox"
"3349",2014-11-01,"2","Boston Red Sox"
"3350",2014-12-01,"2","Boston Red Sox"
"3351",2015-01-01,"2","Boston Red Sox"
"3352",2015-02-01,"2","Boston Red Sox"
"3353",2015-03-01,"3","Boston Red Sox"
"3354",2015-04-01,"9","Boston Red Sox"
"3355",2015-05-01,"6","Boston Red Sox"
"3356",2015-06-01,"6","Boston Red Sox"
"3357",2015-07-01,"7","Boston Red Sox"
"3358",2015-08-01,"5","Boston Red Sox"
"3359",2015-09-01,"4","Boston Red Sox"
"3360",2015-10-01,"2","Boston Red Sox"
"3361",2015-11-01,"2","Boston Red Sox"
"3362",2015-12-01,"2","Boston Red Sox"
"3363",2016-01-01,"1","Boston Red Sox"
"3364",2016-02-01,"2","Boston Red Sox"
"3365",2016-03-01,"3","Boston Red Sox"
"3366",2016-04-01,"9","Boston Red Sox"
"3367",2016-05-01,"10","Boston Red Sox"
"3368",2016-06-01,"8","Boston Red Sox"
"3369",2016-07-01,"10","Boston Red Sox"
"3370",2016-08-01,"9","Boston Red Sox"
"3371",2016-09-01,"11","Boston Red Sox"
"3372",2016-10-01,"8","Boston Red Sox"
"3373",2016-11-01,"2","Boston Red Sox"
"3374",2016-12-01,"2","Boston Red Sox"
"3375",2017-01-01,"1","Boston Red Sox"
"3376",2017-02-01,"2","Boston Red Sox"
"3377",2017-03-01,"3","Boston Red Sox"
"3378",2017-04-01,"9","Boston Red Sox"
"3379",2017-05-01,"8","Boston Red Sox"
"3380",2017-06-01,"9","Boston Red Sox"
"3381",2017-07-01,"11","Boston Red Sox"
"3382",2017-08-01,"12","Boston Red Sox"
"3383",2017-09-01,"12","Boston Red Sox"
"3384",2017-10-01,"8","Boston Red Sox"
"3385",2017-11-01,"2","Boston Red Sox"
"3386",2017-12-01,"2","Boston Red Sox"
"3387",2018-01-01,"2","Boston Red Sox"
"3388",2018-02-01,"3","Boston Red Sox"
"3389",2018-03-01,"4","Boston Red Sox"
"3390",2018-04-01,"14","Boston Red Sox"
"3391",2018-05-01,"12","Boston Red Sox"
"3392",2018-06-01,"11","Boston Red Sox"
"3393",2018-07-01,"13","Boston Red Sox"
"3394",2018-08-01,"17","Boston Red Sox"
"3395",2018-09-01,"15","Boston Red Sox"
"3396",2018-10-01,"56","Boston Red Sox"
"3397",2018-11-01,"3","Boston Red Sox"
"3398",2018-12-01,"3","Boston Red Sox"
"3399",2019-01-01,"2","Boston Red Sox"
"3400",2019-02-01,"3","Boston Red Sox"
"3401",2019-03-01,"5","Boston Red Sox"
"3402",2019-04-01,"12","Boston Red Sox"
"3403",2019-05-01,"11","Boston Red Sox"
"3404",2019-06-01,"12","Boston Red Sox"
"3405",2019-07-01,"12","Boston Red Sox"
"3406",2019-08-01,"10","Boston Red Sox"
"3407",2019-09-01,"6","Boston Red Sox"
"3408",2019-10-01,"2","Boston Red Sox"
"3409",2019-11-01,"1","Boston Red Sox"
"3410",2019-12-01,"2","Boston Red Sox"
"3411",2020-01-01,"3","Boston Red Sox"
"3412",2020-02-01,"3","Boston Red Sox"
"3413",2020-03-01,"2","Boston Red Sox"
"3414",2020-04-01,"1","Boston Red Sox"
"3415",2020-05-01,"1","Boston Red Sox"
"3416",2020-06-01,"1","Boston Red Sox"
"3417",2020-07-01,"1","Boston Red Sox"
"3418",2004-01-01,"3","New York Yankees"
"3419",2004-02-01,"6","New York Yankees"
"3420",2004-03-01,"6","New York Yankees"
"3421",2004-04-01,"9","New York Yankees"
"3422",2004-05-01,"7","New York Yankees"
"3423",2004-06-01,"7","New York Yankees"
"3424",2004-07-01,"8","New York Yankees"
"3425",2004-08-01,"6","New York Yankees"
"3426",2004-09-01,"9","New York Yankees"
"3427",2004-10-01,"19","New York Yankees"
"3428",2004-11-01,"4","New York Yankees"
"3429",2004-12-01,"6","New York Yankees"
"3430",2005-01-01,"4","New York Yankees"
"3431",2005-02-01,"4","New York Yankees"
"3432",2005-03-01,"5","New York Yankees"
"3433",2005-04-01,"10","New York Yankees"
"3434",2005-05-01,"9","New York Yankees"
"3435",2005-06-01,"8","New York Yankees"
"3436",2005-07-01,"9","New York Yankees"
"3437",2005-08-01,"8","New York Yankees"
"3438",2005-09-01,"10","New York Yankees"
"3439",2005-10-01,"10","New York Yankees"
"3440",2005-11-01,"4","New York Yankees"
"3441",2005-12-01,"6","New York Yankees"
"3442",2006-01-01,"4","New York Yankees"
"3443",2006-02-01,"4","New York Yankees"
"3444",2006-03-01,"5","New York Yankees"
"3445",2006-04-01,"9","New York Yankees"
"3446",2006-05-01,"9","New York Yankees"
"3447",2006-06-01,"9","New York Yankees"
"3448",2006-07-01,"8","New York Yankees"
"3449",2006-08-01,"10","New York Yankees"
"3450",2006-09-01,"8","New York Yankees"
"3451",2006-10-01,"9","New York Yankees"
"3452",2006-11-01,"3","New York Yankees"
"3453",2006-12-01,"4","New York Yankees"
"3454",2007-01-01,"4","New York Yankees"
"3455",2007-02-01,"4","New York Yankees"
"3456",2007-03-01,"5","New York Yankees"
"3457",2007-04-01,"11","New York Yankees"
"3458",2007-05-01,"10","New York Yankees"
"3459",2007-06-01,"10","New York Yankees"
"3460",2007-07-01,"9","New York Yankees"
"3461",2007-08-01,"11","New York Yankees"
"3462",2007-09-01,"10","New York Yankees"
"3463",2007-10-01,"10","New York Yankees"
